dp_0,dp_1
0.14043149156790039,0.8595685084320995
0.8497881781499479,0.15021182185005222
0.7148153216390176,0.2851846783609824
0.9324164473398887,0.06758355266011125
0.7392068480447609,0.2607931519552392
0.3248454928009967,0.6751545071990034
0.12000672708543712,0.8799932729145629
0.6542674051236059,0.3457325948763941
0.596216773965196,0.40378322603480404
0.9315388077159524,0.06846119228404744
0.6622433625319281,0.3377566374680719
0.2351204778699196,0.7648795221300805
0.8935549429781923,0.10644505702180762
0.39291472125303634,0.6070852787469638
0.31094055980837426,0.6890594401916258
0.5474002948247406,0.45259970517525944
0.6908089184185134,0.3091910815814865
0.6380555200460657,0.36194447995393436
0.44408262123907094,0.555917378760929
0.8913045859615091,0.10869541403849083
0.9392504984681626,0.06074950153183755
0.1944361654009141,0.805563834599086
0.37455817227399585,0.6254418277260042
0.5394420191891464,0.46055798081085364
0.8000478075617796,0.19995219243822038
0.8635759286391366,0.13642407136086354
0.22642982243571433,0.7735701775642857
0.21281679044036114,0.7871832095596388
0.7689251435332625,0.2310748564667376
0.5235965381573491,0.4764034618426509
0.6162332028609218,0.3837667971390782
0.9152042265807462,0.08479577341925386
0.4496354283483769,0.5503645716516231
0.8370356141765518,0.16296438582344822
0.6412471119236763,0.35875288807632355
0.28584932509338934,0.7141506749066107
0.9085100988315947,0.09148990116840529
0.49139036184823454,0.5086096381517655
0.7186586362008964,0.28134136379910357
0.749085923695208,0.250914076304792
0.769732611278826,0.23026738872117405
0.3430368689813453,0.6569631310186548
0.7419741407565758,0.2580258592434243
0.9278698013175368,0.07213019868246313
0.2512695002069825,0.7487304997930175
0.13922526770119087,0.8607747322988091
0.655197264133607,0.344802735866393
0.5270885731258521,0.47291142687414783
0.6604610170174053,0.33953898298259466
0.44832433299092195,0.551675667009078
0.7006072514584761,0.2993927485415239
0.661030608955878,0.3389693910441221
0.9034427112848977,0.09655728871510232
0.9287820837495543,0.07121791625044566
0.5529323048848226,0.4470676951151775
0.3755079066148139,0.6244920933851862
0.5929092830327666,0.40709071696723353
0.7813563477541386,0.21864365224586133
0.8647670503720523,0.13523294962794774
0.5568524895419292,0.4431475104580709
0.2445729767177872,0.7554270232822129
0.6271427426672002,0.3728572573327998
0.1222723326153272,0.8777276673846728
0.10801053385346761,0.8919894661465324
0.4937653202039699,0.5062346797960302
0.7642893812406086,0.23571061875939134
0.7780945920084004,0.22190540799159958
0.7445615597899572,0.2554384402100428
0.9255344810738563,0.07446551892614375
0.3079286975780657,0.6920713024219344
0.1319937012357542,0.8680062987642457
0.05672646385505365,0.9432735361449464
0.8537619360962194,0.14623806390378058
0.8666771780733393,0.13332282192666067
0.5606319810979954,0.4393680189020045
0.11161690146224729,0.8883830985377527
0.7128505446927957,0.2871494553072042
0.674308199743941,0.32569180025605904
0.8207835601967398,0.17921643980326027
0.5423565353916665,0.4576434646083334
0.6203337696917021,0.37966623030829805
0.771881963027119,0.22811803697288102
0.8526064909918956,0.14739350900810447
0.5633886073561944,0.4366113926438056
0.2040370348874614,0.7959629651125386
0.6746395103714138,0.3253604896285862
0.03098370115346902,0.969016298846531
0.8664155921888774,0.13358440781112252
0.4614095799397255,0.5385904200602746
0.6501774284255007,0.3498225715744993
0.43770822601759485,0.5622917739824053
0.7585174321568933,0.2414825678431067
0.6858845761422507,0.3141154238577494
0.44112202142613216,0.5588779785738679
0.6666819530490484,0.3333180469509516
0.822105471918238,0.17789452808176198
0.6056241221309606,0.3943758778690393
0.21120297332746185,0.788797026672538
0.64478185939015,0.35521814060984996
0.6468939689000519,0.3531060310999482
0.5161972166195731,0.4838027833804269
0.4866329899862122,0.5133670100137879
0.4899166308593359,0.5100833691406642
0.8169499945764175,0.18305000542358252
0.620424060989182,0.37957593901081804
0.6537937734596441,0.3462062265403561
0.7849175904482157,0.2150824095517842
0.677476238862683,0.322523761137317
0.3191657823247278,0.6808342176752722
0.2939687926698079,0.7060312073301921
0.5903361959329813,0.4096638040670188
0.902162592624415,0.09783740737558495
0.1878589297552662,0.8121410702447338
0.8809530045255347,0.11904699547446536
0.4021610485622361,0.5978389514377638
0.7246892327201242,0.2753107672798758
0.5219275109837992,0.47807248901620086
0.7809007077063291,0.2190992922936708
0.40858423980512515,0.5914157601948749
0.5525382955527662,0.4474617044472339
0.45861416629159246,0.5413858337084074
0.8889135480792139,0.1110864519207862
0.7826535269065823,0.2173464730934176
0.8788339825926254,0.12116601740737465
0.824259596507677,0.17574040349232312
0.6155224973489458,0.38447750265105424
0.6930712991598812,0.3069287008401189
0.7220232234046704,0.2779767765953296
0.7117662397410731,0.28823376025892694
0.5880767231544133,0.4119232768455868
0.6259092157944306,0.37409078420556946
0.40477550876761204,0.595224491232388
0.8558052682059547,0.14419473179404535
0.48989567145933033,0.5101043285406696
0.36269120145101463,0.6373087985489853
0.2332077713395064,0.7667922286604935
0.7321167848337508,0.26788321516624924
0.10997457369628717,0.8900254263037128
0.37048201974914047,0.6295179802508596
0.15496637714223346,0.8450336228577665
0.27877207278982985,0.72122792721017
0.7987963357805292,0.2012036642194707
0.20767457559623514,0.792325424403765
0.6729051951441092,0.32709480485589093
0.6335559188659612,0.36644408113403876
0.745989336061374,0.2540106639386261
0.5368562362559677,0.46314376374403227
0.6179654740433029,0.3820345259566971
0.4366627974139087,0.5633372025860913
0.3058497809336908,0.6941502190663091
0.9048786884236579,0.09512131157634196
0.9545815995913947,0.04541840040860542
0.5005043630898449,0.499495636910155
0.8094049783385917,0.19059502166140824
0.829892605094169,0.1701073949058311
0.402443972702881,0.597556027297119
0.760903771581848,0.2390962284181521
0.5508578580336451,0.449142141966355
0.87593352842307,0.12406647157692989
0.8937183035098277,0.10628169649017237
0.5876327543508276,0.4123672456491723
0.7420464752740297,0.2579535247259704
0.9337838128068637,0.06621618719313618
0.5021845874593421,0.49781541254065775
0.06544728881732785,0.9345527111826722
0.27462560972227446,0.7253743902777255
0.11164800151718207,0.888351998482818
0.3257368941828171,0.6742631058171829
0.20055306052473088,0.7994469394752691
0.3497906086284215,0.6502093913715785
0.7835922983108957,0.21640770168910425
0.5337474528025629,0.4662525471974372
0.17213877081709225,0.8278612291829077
0.2457456861681336,0.7542543138318664
0.848098162257879,0.15190183774212096
0.4943361233667111,0.5056638766332889
0.8953219325311875,0.10467806746881246
0.8072761669103385,0.1927238330896615
0.726526754033438,0.27347324596656203
0.9262535224303989,0.0737464775696011
0.923380932613973,0.07661906738602697
0.3389175563968642,0.6610824436031358
0.3242534759413658,0.6757465240586343
0.22248323343369034,0.7775167665663097
0.5340496543950841,0.4659503456049157
0.8823649229570484,0.11763507704295167
0.49572904640212845,0.5042709535978716
0.9407832009898117,0.059216799010188385
0.8226730706172823,0.17732692938271763
0.5469179643876448,0.45308203561235516
0.8760023169208585,0.1239976830791415
0.30276252528049086,0.6972374747195093
0.8194994452022659,0.18050055479773422
0.8685047045653651,0.13149529543463487
0.758053677125822,0.241946322874178
0.7691807506831501,0.23081924931684986
0.504245259574128,0.49575474042587203
0.3606751650276527,0.6393248349723474
0.8998241901913613,0.10017580980863867
0.8678789697736022,0.13212103022639782
